Iteration 1/1000000: Train loss: 5.120366, Train Accuracy: 0.515625, lr = 0.001000
Iteration 3801/1000000: Train loss: 5.120463, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3802/1000000: Train loss: 5.118172, Train Accuracy: 0.625000, lr = 0.000932
Iteration 3803/1000000: Train loss: 5.119500, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3804/1000000: Train loss: 5.119062, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3805/1000000: Train loss: 5.118528, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3806/1000000: Train loss: 5.120650, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3807/1000000: Train loss: 5.120531, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3808/1000000: Train loss: 5.120952, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3809/1000000: Train loss: 5.118507, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3810/1000000: Train loss: 5.119963, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3811/1000000: Train loss: 5.119289, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3812/1000000: Train loss: 5.121100, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3813/1000000: Train loss: 5.120102, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3814/1000000: Train loss: 5.119033, Train Accuracy: 0.609375, lr = 0.000932
Iteration 3815/1000000: Train loss: 5.119052, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3816/1000000: Train loss: 5.120585, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3817/1000000: Train loss: 5.120741, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3818/1000000: Train loss: 5.120860, Train Accuracy: 0.375000, lr = 0.000932
Iteration 3819/1000000: Train loss: 5.121449, Train Accuracy: 0.437500, lr = 0.000932
Iteration 3820/1000000: Train loss: 5.119542, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3821/1000000: Train loss: 5.118788, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3822/1000000: Train loss: 5.119644, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3823/1000000: Train loss: 5.120686, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3824/1000000: Train loss: 5.120979, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3825/1000000: Train loss: 5.119445, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3826/1000000: Train loss: 5.119699, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3827/1000000: Train loss: 5.119464, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3828/1000000: Train loss: 5.117576, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3829/1000000: Train loss: 5.119980, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3830/1000000: Train loss: 5.120634, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3831/1000000: Train loss: 5.121100, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3832/1000000: Train loss: 5.120392, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3833/1000000: Train loss: 5.119916, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3834/1000000: Train loss: 5.121521, Train Accuracy: 0.437500, lr = 0.000932
Iteration 3835/1000000: Train loss: 5.120974, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3836/1000000: Train loss: 5.119868, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3837/1000000: Train loss: 5.119314, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3838/1000000: Train loss: 5.120354, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3839/1000000: Train loss: 5.120070, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3840/1000000: Train loss: 5.119001, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3841/1000000: Train loss: 5.120186, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3842/1000000: Train loss: 5.119806, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3843/1000000: Train loss: 5.121156, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3844/1000000: Train loss: 5.120466, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3845/1000000: Train loss: 5.119839, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3846/1000000: Train loss: 5.120043, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3847/1000000: Train loss: 5.119845, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3848/1000000: Train loss: 5.121250, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3849/1000000: Train loss: 5.120726, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3850/1000000: Train loss: 5.121171, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3851/1000000: Train loss: 5.121335, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3852/1000000: Train loss: 5.120718, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3853/1000000: Train loss: 5.120190, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3854/1000000: Train loss: 5.119785, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3855/1000000: Train loss: 5.120487, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3856/1000000: Train loss: 5.119774, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3857/1000000: Train loss: 5.120046, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3858/1000000: Train loss: 5.119850, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3859/1000000: Train loss: 5.118832, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3860/1000000: Train loss: 5.120465, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3861/1000000: Train loss: 5.121590, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3862/1000000: Train loss: 5.119911, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3863/1000000: Train loss: 5.119915, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3864/1000000: Train loss: 5.120823, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3865/1000000: Train loss: 5.119714, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3866/1000000: Train loss: 5.120519, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3867/1000000: Train loss: 5.119168, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3868/1000000: Train loss: 5.120127, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3869/1000000: Train loss: 5.119180, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3870/1000000: Train loss: 5.119428, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3871/1000000: Train loss: 5.119609, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3872/1000000: Train loss: 5.119556, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3873/1000000: Train loss: 5.120107, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3874/1000000: Train loss: 5.120166, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3875/1000000: Train loss: 5.119780, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3876/1000000: Train loss: 5.120734, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3877/1000000: Train loss: 5.119762, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3878/1000000: Train loss: 5.120964, Train Accuracy: 0.437500, lr = 0.000932
Iteration 3879/1000000: Train loss: 5.119298, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3880/1000000: Train loss: 5.119744, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3881/1000000: Train loss: 5.120674, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3882/1000000: Train loss: 5.119957, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3883/1000000: Train loss: 5.120456, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3884/1000000: Train loss: 5.119511, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3885/1000000: Train loss: 5.120986, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3886/1000000: Train loss: 5.119421, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3887/1000000: Train loss: 5.120120, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3888/1000000: Train loss: 5.121427, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3889/1000000: Train loss: 5.119751, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3890/1000000: Train loss: 5.120127, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3891/1000000: Train loss: 5.120436, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3892/1000000: Train loss: 5.120164, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3893/1000000: Train loss: 5.120595, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3894/1000000: Train loss: 5.119245, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3895/1000000: Train loss: 5.118436, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3896/1000000: Train loss: 5.121931, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3897/1000000: Train loss: 5.119955, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3898/1000000: Train loss: 5.119775, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3899/1000000: Train loss: 5.120356, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3900/1000000: Train loss: 5.121479, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3901/1000000: Train loss: 5.118505, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3902/1000000: Train loss: 5.120652, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3903/1000000: Train loss: 5.120198, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3904/1000000: Train loss: 5.118949, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3905/1000000: Train loss: 5.119078, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3906/1000000: Train loss: 5.119985, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3907/1000000: Train loss: 5.119626, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3908/1000000: Train loss: 5.120216, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3909/1000000: Train loss: 5.121444, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3910/1000000: Train loss: 5.120496, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3911/1000000: Train loss: 5.119901, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3912/1000000: Train loss: 5.118937, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3913/1000000: Train loss: 5.120367, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3914/1000000: Train loss: 5.120027, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3915/1000000: Train loss: 5.121013, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3916/1000000: Train loss: 5.120304, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3917/1000000: Train loss: 5.119550, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3918/1000000: Train loss: 5.118330, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3919/1000000: Train loss: 5.119207, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3920/1000000: Train loss: 5.119712, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3921/1000000: Train loss: 5.119705, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3922/1000000: Train loss: 5.120391, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3923/1000000: Train loss: 5.121112, Train Accuracy: 0.421875, lr = 0.000932
Iteration 3924/1000000: Train loss: 5.121840, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3925/1000000: Train loss: 5.119097, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3926/1000000: Train loss: 5.121139, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3927/1000000: Train loss: 5.121310, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3928/1000000: Train loss: 5.120927, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3929/1000000: Train loss: 5.119874, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3930/1000000: Train loss: 5.120274, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3931/1000000: Train loss: 5.119748, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3932/1000000: Train loss: 5.120827, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3933/1000000: Train loss: 5.119192, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3934/1000000: Train loss: 5.120337, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3935/1000000: Train loss: 5.121053, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3936/1000000: Train loss: 5.120985, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3937/1000000: Train loss: 5.120096, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3938/1000000: Train loss: 5.119742, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3939/1000000: Train loss: 5.119895, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3940/1000000: Train loss: 5.119756, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3941/1000000: Train loss: 5.118726, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3942/1000000: Train loss: 5.119582, Train Accuracy: 0.437500, lr = 0.000932
Iteration 3943/1000000: Train loss: 5.118939, Train Accuracy: 0.609375, lr = 0.000932
Iteration 3944/1000000: Train loss: 5.119633, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3945/1000000: Train loss: 5.119518, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3946/1000000: Train loss: 5.121223, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3947/1000000: Train loss: 5.120328, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3948/1000000: Train loss: 5.117830, Train Accuracy: 0.609375, lr = 0.000932
Iteration 3949/1000000: Train loss: 5.119232, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3950/1000000: Train loss: 5.120967, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3951/1000000: Train loss: 5.119821, Train Accuracy: 0.578125, lr = 0.000932
Iteration 3952/1000000: Train loss: 5.120612, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3953/1000000: Train loss: 5.120718, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3954/1000000: Train loss: 5.119062, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3955/1000000: Train loss: 5.120306, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3956/1000000: Train loss: 5.119409, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3957/1000000: Train loss: 5.120585, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3958/1000000: Train loss: 5.121387, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3959/1000000: Train loss: 5.120957, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3960/1000000: Train loss: 5.120848, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3961/1000000: Train loss: 5.118483, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3962/1000000: Train loss: 5.120166, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3963/1000000: Train loss: 5.120251, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3964/1000000: Train loss: 5.117808, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3965/1000000: Train loss: 5.120876, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3966/1000000: Train loss: 5.120039, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3967/1000000: Train loss: 5.119902, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3968/1000000: Train loss: 5.120937, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3969/1000000: Train loss: 5.119837, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3970/1000000: Train loss: 5.120990, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3971/1000000: Train loss: 5.118999, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3972/1000000: Train loss: 5.118692, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3973/1000000: Train loss: 5.120084, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3974/1000000: Train loss: 5.120771, Train Accuracy: 0.453125, lr = 0.000932
Iteration 3975/1000000: Train loss: 5.119523, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3976/1000000: Train loss: 5.119709, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3977/1000000: Train loss: 5.119914, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3978/1000000: Train loss: 5.120045, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3979/1000000: Train loss: 5.119755, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3980/1000000: Train loss: 5.118994, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3981/1000000: Train loss: 5.120204, Train Accuracy: 0.421875, lr = 0.000932
Iteration 3982/1000000: Train loss: 5.120965, Train Accuracy: 0.468750, lr = 0.000932
Iteration 3983/1000000: Train loss: 5.119821, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3984/1000000: Train loss: 5.119367, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3985/1000000: Train loss: 5.120184, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3986/1000000: Train loss: 5.119654, Train Accuracy: 0.515625, lr = 0.000932
Iteration 3987/1000000: Train loss: 5.120673, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3988/1000000: Train loss: 5.120436, Train Accuracy: 0.437500, lr = 0.000932
Iteration 3989/1000000: Train loss: 5.120348, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3990/1000000: Train loss: 5.120723, Train Accuracy: 0.531250, lr = 0.000932
Iteration 3991/1000000: Train loss: 5.119939, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3992/1000000: Train loss: 5.119616, Train Accuracy: 0.546875, lr = 0.000932
Iteration 3993/1000000: Train loss: 5.120212, Train Accuracy: 0.500000, lr = 0.000932
Iteration 3994/1000000: Train loss: 5.119256, Train Accuracy: 0.593750, lr = 0.000932
Iteration 3995/1000000: Train loss: 5.120559, Train Accuracy: 0.562500, lr = 0.000932
Iteration 3996/1000000: Train loss: 5.120923, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3997/1000000: Train loss: 5.120529, Train Accuracy: 0.484375, lr = 0.000932
Iteration 3998/1000000: Train loss: 5.121443, Train Accuracy: 0.421875, lr = 0.000932
Iteration 3999/1000000: Train loss: 5.120340, Train Accuracy: 0.531250, lr = 0.000932
Iteration 4000/1000000: Train loss: 5.120926, Train Accuracy: 0.453125, lr = 0.000923

Making One Shot Task on validation alphabets:
Grantha alphabet, accuracy: 0.0
Anglo-Saxon_Futhorc alphabet, accuracy: 0.0
Tifinagh alphabet, accuracy: 0.0
Japanese_(katakana) alphabet, accuracy: 0.0
Balinese alphabet, accuracy: 0.0
Greek alphabet, accuracy: 0.0

Mean global accuracy: 0.0
Iteration 4001/1000000: Train loss: 5.119871, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4002/1000000: Train loss: 5.120698, Train Accuracy: 0.437500, lr = 0.000923
Iteration 4003/1000000: Train loss: 5.118554, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4004/1000000: Train loss: 5.120017, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4005/1000000: Train loss: 5.121321, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4006/1000000: Train loss: 5.119667, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4007/1000000: Train loss: 5.118744, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4008/1000000: Train loss: 5.120888, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4009/1000000: Train loss: 5.120430, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4010/1000000: Train loss: 5.120327, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4011/1000000: Train loss: 5.120401, Train Accuracy: 0.406250, lr = 0.000923
Iteration 4012/1000000: Train loss: 5.120134, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4013/1000000: Train loss: 5.120317, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4014/1000000: Train loss: 5.118396, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4015/1000000: Train loss: 5.118668, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4016/1000000: Train loss: 5.119577, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4017/1000000: Train loss: 5.120813, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4018/1000000: Train loss: 5.119246, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4019/1000000: Train loss: 5.120416, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4020/1000000: Train loss: 5.118290, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4021/1000000: Train loss: 5.120986, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4022/1000000: Train loss: 5.120522, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4023/1000000: Train loss: 5.123220, Train Accuracy: 0.421875, lr = 0.000923
Iteration 4024/1000000: Train loss: 5.119907, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4025/1000000: Train loss: 5.120409, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4026/1000000: Train loss: 5.120435, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4027/1000000: Train loss: 5.119246, Train Accuracy: 0.578125, lr = 0.000923
Iteration 4028/1000000: Train loss: 5.120015, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4029/1000000: Train loss: 5.121201, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4030/1000000: Train loss: 5.117556, Train Accuracy: 0.578125, lr = 0.000923
Iteration 4031/1000000: Train loss: 5.121462, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4032/1000000: Train loss: 5.119820, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4033/1000000: Train loss: 5.120331, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4034/1000000: Train loss: 5.120375, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4035/1000000: Train loss: 5.119670, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4036/1000000: Train loss: 5.116735, Train Accuracy: 0.656250, lr = 0.000923
Iteration 4037/1000000: Train loss: 5.120754, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4038/1000000: Train loss: 5.119637, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4039/1000000: Train loss: 5.120878, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4040/1000000: Train loss: 5.120045, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4041/1000000: Train loss: 5.120005, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4042/1000000: Train loss: 5.118207, Train Accuracy: 0.625000, lr = 0.000923
Iteration 4043/1000000: Train loss: 5.120656, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4044/1000000: Train loss: 5.120168, Train Accuracy: 0.609375, lr = 0.000923
Iteration 4045/1000000: Train loss: 5.118716, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4046/1000000: Train loss: 5.119239, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4047/1000000: Train loss: 5.121887, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4048/1000000: Train loss: 5.120510, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4049/1000000: Train loss: 5.120531, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4050/1000000: Train loss: 5.119202, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4051/1000000: Train loss: 5.119222, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4052/1000000: Train loss: 5.120000, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4053/1000000: Train loss: 5.120338, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4054/1000000: Train loss: 5.121401, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4055/1000000: Train loss: 5.119022, Train Accuracy: 0.593750, lr = 0.000923
Iteration 4056/1000000: Train loss: 5.121194, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4057/1000000: Train loss: 5.119759, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4058/1000000: Train loss: 5.119782, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4059/1000000: Train loss: 5.119953, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4060/1000000: Train loss: 5.118559, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4061/1000000: Train loss: 5.119905, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4062/1000000: Train loss: 5.119919, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4063/1000000: Train loss: 5.120715, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4064/1000000: Train loss: 5.119996, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4065/1000000: Train loss: 5.119975, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4066/1000000: Train loss: 5.118579, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4067/1000000: Train loss: 5.118457, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4068/1000000: Train loss: 5.119727, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4069/1000000: Train loss: 5.120640, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4070/1000000: Train loss: 5.119359, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4071/1000000: Train loss: 5.120164, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4072/1000000: Train loss: 5.120446, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4073/1000000: Train loss: 5.120600, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4074/1000000: Train loss: 5.119653, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4075/1000000: Train loss: 5.119303, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4076/1000000: Train loss: 5.119797, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4077/1000000: Train loss: 5.119266, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4078/1000000: Train loss: 5.120789, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4079/1000000: Train loss: 5.120230, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4080/1000000: Train loss: 5.119925, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4081/1000000: Train loss: 5.120178, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4082/1000000: Train loss: 5.118370, Train Accuracy: 0.593750, lr = 0.000923
Iteration 4083/1000000: Train loss: 5.121019, Train Accuracy: 0.437500, lr = 0.000923
Iteration 4084/1000000: Train loss: 5.118439, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4085/1000000: Train loss: 5.121160, Train Accuracy: 0.437500, lr = 0.000923
Iteration 4086/1000000: Train loss: 5.119674, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4087/1000000: Train loss: 5.119946, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4088/1000000: Train loss: 5.121639, Train Accuracy: 0.468750, lr = 0.000923
Iteration 4089/1000000: Train loss: 5.119891, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4090/1000000: Train loss: 5.120639, Train Accuracy: 0.500000, lr = 0.000923
Iteration 4091/1000000: Train loss: 5.120195, Train Accuracy: 0.453125, lr = 0.000923
Iteration 4092/1000000: Train loss: 5.119052, Train Accuracy: 0.562500, lr = 0.000923
Iteration 4093/1000000: Train loss: 5.120005, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4094/1000000: Train loss: 5.120369, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4095/1000000: Train loss: 5.120472, Train Accuracy: 0.546875, lr = 0.000923
Iteration 4096/1000000: Train loss: 5.121130, Train Accuracy: 0.484375, lr = 0.000923
Iteration 4097/1000000: Train loss: 5.119977, Train Accuracy: 0.515625, lr = 0.000923
Iteration 4098/1000000: Train loss: 5.119756, Train Accuracy: 0.531250, lr = 0.000923
Iteration 4099/1000000: Train loss: 5.119445, Train Accuracy: 0.593750, lr = 0.000923
